,name,iata_code,iso_country,latitude,longitude
0,Utirik Airport,UTK,MH,11.222,169.852005
1,Ocean Reef Club Airport,OCA,US,25.325399398804,-80.274803161621
2,Pilot Station Airport,PQS,US,61.934601,-162.899994
3,Crested Butte Airpark,CSE,US,38.851918,-106.928341
4,LBJ Ranch Airport,JCY,US,30.251800537100003,-98.6224975586
5,Nunapitchuk Airport,NUP,US,60.905591,-162.440454
6,Icy Bay Airport,ICY,US,59.966269,-141.660118
7,Kalakaket Creek AS Airport,KKK,US,64.4166256967,-156.820392609
8,Dunsmuir Muni-Mott Airport,MHS,US,41.263199,-122.272003
9,Chase Field Industrial Airport,NIR,US,28.362444,-97.661917
10,Grand Canyon Bar Ten Airstrip,GCT,US,36.258614,-113.231159
11,Lime Village Airport,LVD,US,61.3591003418,-155.440002441
12,Hog River Airport,HGZ,US,66.2161026,-155.6690063
13,Ed-Air Airport,OTN,US,38.851782,-87.49987
14,Telida Airport,TLF,US,63.393901824951,-153.26899719238
15,Eagle Air Park,BZT,US,28.982200622559,-95.579696655273
16,Blakely Island Airport,BYW,US,48.578998565700005,-122.825996399
17,Drift River Airport,DRF,US,60.5889015198,-152.162002563
18,Rinkenberger Restricted Landing Area,BDF,US,41.2308998108,-89.61569976810001
19,Roy Otten Memorial Airfield,VRS,US,38.427799224854,-92.875198364258
20,Atmautluak Airport,ATT,US,60.866699,-162.272996
21,Livengood Camp Airport,LIV,US,65.467,-148.6534
22,Pedro Bay Airport,PDB,US,59.7896003723,-154.12399292
23,Ouzinkie Airport,KOZ,US,57.942094,-152.464314
24,Tununak Airport,TNK,US,60.575500488281,-165.27200317383
25,Minto Al Wright Airport,MNT,US,65.1437,-149.369995
26,Aleknagik / New Airport,WKK,US,59.2826004028,-158.617996216
27,Naknek Airport,NNK,US,58.735633,-157.02216
28,Southern Seaplane Airport,BCS,US,29.866078,-90.021608
29,Earl Henry Airport,BWL,US,36.7958984375,-97.3170013428
30,Center Island Airport,CWS,US,48.4901008606,-122.832000732
31,Tatitlek Airport,TEK,US,60.871449,-146.690297
32,Pine Island Airport,DUF,US,36.2535018921,-75.7884979248
33,Stuart Island Airpark,SSW,US,48.673379,-123.175439
34,Fort Bragg Airport,FOB,US,39.4743003845,-123.79599762
35,Maxson Airfield,AXB,US,44.312002,-75.90034
36,Reese Airpark,REE,US,33.590301513672,-102.03700256348
37,Waldron Airstrip,WDN,US,48.7118,-123.017998
38,Chuathbaluk Airport,CHU,US,61.579102,-159.216003
39,Ugashik Airport,UGS,US,57.523476,-157.396344
40,Levelock Airport,KLL,US,59.12606,-156.860906
41,Tuntutuliak Airport,WTL,US,60.3353004456,-162.667007446
42,Twin Hills Airport,TWA,US,59.07559967041,-160.27299499512
43,Chignik Lake Airport,KCQ,US,56.2550010681,-158.774993896
44,Adado Airport,AAD,SO,6.095802,46.6375
45,Atkamba Airport,ABP,PG,-6.06462,141.095173
46,Arica Airport,ACM,CO,-2.144851,-71.758389
47,Andakombe Airport,ADC,PG,-7.13722222222,145.744722222
48,El Daein Airport,ADV,SD,11.4023,26.1186
49,Adareil Airport,AEE,SS,10.053611,32.959444
50,Aseki Airport,AEK,PG,-7.35080485552,146.19386673
51,Ar Horqin Airport,AEQ,CN,43.87042,120.15958
52,Khost International Airport,KHT,AF,33.284605,69.80734
53,Orūzgān Airport,URZ,AF,32.9029998779,66.630897522
54,Salerno Airport,OLR,AF,33.3638,69.9561
55,Afore Airstrip,AFR,PG,-9.14222222222,148.390833333
56,Afutara Aerodrome,AFT,SB,-9.19138888889,160.948611111
57,Ulawa Airport,RNA,SB,-9.86054358262,161.979546547
58,Uru Harbour Airport,ATD,SB,-8.87333,161.011002
59,Barakoma Airport,VEV,SB,-7.912779808044434,156.70599365234375
60,Geva Airport,GEF,SB,-7.575829982757568,156.5970001220703
61,Angoram Airport,AGG,PG,-4.05583333333,144.073888889
62,Gwaunaru'u Airport,AKS,SB,-8.70257,160.682007
63,Bellona/Anua Airport,BNY,SB,-11.3022222222,159.798333333
64,Choiseul Bay Airport,CHY,SB,-6.711944,156.396111
65,Ballalae Airport,BAS,SB,-6.990745,155.886656
66,Fera/Maringe Airport,FRE,SB,-8.1075,159.576996
67,Honiara International Airport,HIR,SB,-9.428,160.054993
68,Babanakira Airport,MBU,SB,-9.7475004196167,159.83900451660156
69,Avu Avu Airport,AVU,SB,-9.86833333333,160.410555556
70,Ngorangora Airport,IRA,SB,-10.4497003555,161.897994995
71,Santa Cruz/Graciosa Bay/Luova Airport,SCZ,SB,-10.72029972076416,165.7949981689453
72,Munda Airport,MUA,SB,-8.32797,157.263
73,Nusatupe Airport,GZO,SB,-8.09778022766,156.863998413
74,Mono Airport,MNY,SB,-7.416940212249756,155.56500244140625
75,Parasi Airport,PRS,SB,-9.64167022705078,161.4250030517578
76,Rennell/Tingoa Airport,RNL,SB,-11.533900260925291,160.06300354003906
77,Sege Airport,EGM,SB,-8.578889846801758,157.87600708007812
78,Santa Ana Airport,NNB,SB,-10.847994,162.454108
79,Marau Airport,RUS,SB,-9.86166954041,160.824996948
80,Suavanao Airport,VAO,SB,-7.585559844970703,158.7310028076172
81,Yandina Airport,XYA,SB,-9.092816,159.21841
82,Kagua Airport,AGK,PG,-6.396388888890001,143.853611111
83,Kaghau Airport,KGE,SB,-7.3305,157.585
84,Kukudu Airport,KUE,SB,-8.0262,156.94783
85,Kwailabesi Airport,KWS,SB,-8.360508,160.775127
86,Wanigela Airport,AGL,PG,-9.3375,149.155555556
87,Nana Airport,NAZ,SB,-10.6758,162.2049
88,Gatokae Aerodrome,GTA,SB,-8.738358,158.202836
89,Ringi Cove Airport,RIN,SB,-8.12639045715332,157.14300537109375
90,Ramata Airport,RBV,SB,-8.168060302734375,157.64300537109375
91,Argyle Downs Airport,AGY,AU,-16.508604,128.922485
92,Hongyuan Airport,AHJ,CN,32.53154,102.35224
93,Ambatolhy Airport,AHY,MG,-20.0158333333,45.535
94,Aiome Airport,AIE,PG,-5.145699978,144.7307003
95,Aiambak Airport,AIH,PG,-7.342777777779999,141.2675
96,Ailinglaplap Airok Airport,AIC,MH,7.279422,168.8257
97,Chena Hot Springs Airport,CEX,US,65.0518035889,-146.04699707
98,Solomon State Field,SOL,US,64.5605,-164.4457
99,Herendeen Bay Airport,HED,US,55.801399231,-160.899002075
100,Taylor Airport,TWE,US,65.6792984009,-164.798995972
101,Point Lonely Short Range Radar Site Airfield,LNI,US,70.911118,-153.237766
102,Candle 2 Airport,CDL,US,65.907699585,-161.925994873
103,Boswell Bay Airport,BSW,US,60.4230995178,-146.145996094
104,Zakuoma Airport,AKM,TD,10.8902777778,19.8172222222
105,Mar de Cortés International Airport,PPE,MX,31.351987,-113.305177
106,Alto Molocue Airport,AME,MZ,-15.6102777778,37.6813888889
107,Ama Airport,AMF,PG,-4.10111111111,141.67
108,Amanab Airport,AMU,PG,-3.586,141.214333333
109,Ambatomainty Airport,AMY,MG,-17.6866666667,45.623888888900005
110,Nauru International Airport,INU,NR,-0.547458,166.919006
111,Angus Downs Airport,ANZ,AU,-25.0325,132.2748
112,Catoca Airport,CTV,AO,-9.430985,20.311478
113,Andulo Airport,ANL,AO,-11.4723,16.710899
114,Cangamba Airport,CNZ,AO,-13.7106,19.861099
115,Dirico Airport,DRC,AO,-17.981924057006836,20.7680606842041
116,Capanda Airport,KNP,AO,-9.76937007904,15.4553194046
117,N'dalatando Airport,NDF,AO,-9.280378,14.982432
118,Annanberg Airport,AOB,PG,-4.90416666667,144.635833333
119,Abou-Deïa Airport,AOD,TD,11.4773,19.2874
120,Asapa Airport,APP,PG,-8.97916666667,148.103611111
121,April River Airport,APR,PG,-4.67666666667,142.540138889
122,Troll Airfield,QET,AQ,-71.95714,2.45257
123,Girdwood-Alyeska Airport,AQY,US,60.968774,-149.119792
124,Bragado Airport,QRF,AR,-35.145811,-60.480294
125,Caleta Olivia Airport,CVI,AR,-46.37428,-67.59409
126,Charata Airport,CNT,AR,-27.2164,-61.2103
127,General Villegas Airport,VGS,AR,-34.995728,-62.999725
128,Los Menucos Airport,LMD,AR,-40.817699,-68.074699
129,Valcheta Airport,VCF,AR,-40.7000007629,-66.1500015259
130,Sunchales Aeroclub Airport,NCJ,AR,-30.9575,-61.5283
131,Carmen de Patagones Airport,CPG,AR,-40.7781,-62.9803
132,Termal Airport,PRQ,AR,-26.753611,-60.492222
133,Colonia Sarmiento Airport,OLN,AR,-45.582371,-68.999841
134,Aragip Airport,ARP,PG,-9.88333333333,149.483333333
135,Asirim Airport,ASZ,PG,-6.009722222220001,150.368611111
136,Namatanai Airport,ATN,PG,-3.6695,152.438
137,Aitape Airport,ATP,PG,-3.14361111111,142.346805556
138,Lady Elliot Island Airstrip,LYT,AU,-24.1129,152.7156
139,Gruyere Airport,GYZ,AU,-28.034548,123.81506
140,Karara Airport,KQR,AU,-29.217223,116.687154
141,Agnew Airport,AGW,AU,-12.1456,142.149369
142,Alroy Downs Airport,AYD,AU,-19.2908,136.078995
143,Baniyala Airport,BYX,AU,-13.1981,136.227005
144,Coolibah Airport,COB,AU,-15.548299789428713,130.96200561523438
145,Coorabie Airport,CRJ,AU,-31.894399642944336,132.29600524902344
146,Carlton Hill Airport,CRY,AU,-15.50189971923828,128.53399658203125
147,Cresswell Downs Airport,CSD,AU,-17.947999954223633,135.91600036621094
148,Diamantina Lakes Airport,DYM,AU,-23.761699676513672,141.14500427246094
149,Helenvale Airport,HLV,AU,-15.685799598693848,145.21499633789062
150,Kimberley Downs Airport,KBD,AU,-17.39780044555664,124.3550033569336
151,Kulgera Airport,KGR,AU,-25.8428,133.292007
152,Camballin Airport,MYO,AU,-18.12470054626465,124.27200317382812
153,Orchid Beach Airport,OKB,AU,-24.959400177002,153.31500244141
154,Peppimenarti Airport,PEP,AU,-14.1442,130.091003
155,Rockhampton Downs Airport,RDA,AU,-18.95330047607422,135.2010040283203
156,Sturt Creek Airport,SSK,AU,-19.166400909423828,128.1739959716797
157,Shaw River Airport,SWB,AU,-21.510299682617188,119.36199951171876
158,Tom Price Airport,TPR,AU,-22.746000289900003,117.869003296
159,Torwood Airport,TWP,AU,-17.363300323486328,143.75
160,Springvale Airport,ZVG,AU,-17.78689956665039,127.66999816894533
161,Aua Island Airport,AUI,PG,-1.46055555556,143.064722222
162,Ambunti Airport,AUJ,PG,-4.21566666667,142.823166667
163,Agaun Airport,AUP,PG,-9.930833,149.385667
164,Aumo Airport,AUV,PG,-5.731111111110001,148.445277778
165,Alowe Airport,AWE,GA,-0.545,9.444
166,Alxa Left Banner Bayanhot Airport,AXF,CN,38.74831,105.58858
167,Pantar Airport,AXO,ID,-8.24638,124.21971
168,Kompiam Airport,KPM,PG,-5.38166666667,143.924722222
169,Buka Airport,BUA,PG,-5.422319889068604,154.67300415039062
170,Biaru Airport,BRP,PG,-7.6693,146.7594
171,Chimbu Airport,CMU,PG,-6.024290084838867,144.9709930419922
172,Munduku Airport,MDM,PG,-4.6204,143.4516
173,Kondobol Airport,KPF,PG,-8.5336,142.5049
174,Dinangat Airport,DNU,PG,-6.1546,146.6772
175,Doini Airport,DOI,PG,-10.7009,150.7218
176,Daru Airport,DAU,PG,-9.08675956726,143.207992554
177,Embessa Airport,EMS,PG,-9.447,148.7628
178,Edwaki Airport,XYR,PG,-3.883986,141.792234
179,Eliptamin Airport,EPT,PG,-5.0412,141.6779
180,Engati Airstrip,EGA,PG,-6.9179,146.1053
181,Emo River Airstrip,EMO,PG,-9.1234,148.0415
182,Erume Airport,ERU,PG,-8.2538,146.9747
183,Meselia Airport,MFZ,PG,-6.1364,149.1183
184,Feramin Airport,FRQ,PG,-5.208,141.6988
185,Frieda River Airport,FAQ,PG,-4.610468,141.960138
186,Fuma Airport,FUM,PG,-6.3933,142.4408
187,Goroka Airport,GKA,PG,-6.081689834590001,145.391998291
188,Guari Airport,GUG,PG,-8.1286,146.8722
189,Garasa Airport,GRL,PG,-7.980713,147.213461
190,Gurney Airport,GUR,PG,-10.3114995956,150.333999634
191,Gusap Airport,GAP,PG,-6.053196,145.959047
192,Girua Airport,PNP,PG,-8.80453968048,148.309005737
193,Gasuke Airport,GBC,PG,-6.1028,141.7393
194,Habi Airport,HBD,PG,-6.32,142.4893
195,Heiweni Airport,HNI,PG,-7.4223,146.4276
196,Honinabi Airport,HNN,PG,-6.2457,142.1771
197,Hoskins Airport,HKN,PG,-5.463846,150.407327
198,Haivaro Airport,HIT,PG,-6.9406,143.059
199,Imane Airport,IMN,PG,-6.7524,146.1072
200,Kungim Airport,KGM,PG,-5.671,141.03
201,Imonda Airport,IMD,PG,-3.328,141.1573
202,Aropa Airport,KIE,PG,-6.305417,155.728139
203,Ialibu Airport,IAL,PG,-6.2782,143.9944
204,Witu Airport,WIU,PG,-4.689522,149.440112
205,Yongai Airport,KGH,PG,-8.5289,147.4603
206,Losuia Airport,LSA,PG,-8.505820274353027,151.08099365234375
207,Kopiago Airport,KPA,PG,-5.3883,142.4977
208,Kiunga Airport,UNG,PG,-6.1257100105285645,141.28199768066406
209,Kanainj Airport,KNE,PG,-5.2903,144.7072
210,Kikori Airport,KRI,PG,-7.424379825592041,144.2500762939453
211,Kerema Airport,KMA,PG,-7.96361017227,145.770996094
212,Kar Kar Airport,KRX,PG,-4.557,145.9404
213,Kuri Airport,KUQ,PG,-7.135083,143.276111
214,Kavieng Airport,KVG,PG,-2.57940006256,150.807998657
215,Londolovit Airport,LNV,PG,-3.04361009598,152.628997803
216,Lab Lab Airport,LAB,PG,-5.7204,148.0566
217,Lowai Airport,LWI,PG,-6.3344,146.6458
218,Leron Plains Airport,LPN,PG,-6.3917,146.3434
219,Lese Airport,LNG,PG,-8.2799,146.2765
220,Long Island Airport,LSJ,PG,-5.3604,147.0177
221,Manari Airport,MRM,PG,-9.1908,147.6219
222,Morobe Airport,OBM,PG,-7.74,147.59
223,Madang Airport,MAG,PG,-5.20707988739,145.789001465
224,Mount Hagen Kagamuga Airport,HGU,PG,-5.828212,144.299412
225,Mougulu Airport,GUV,PG,-6.280859,142.420775
226,Mendi Airport,MDU,PG,-6.14774,143.656998
227,Momote Airport,MAS,PG,-2.06189,147.423996
228,Moro Airport,MXH,PG,-6.36332988739,143.238006592
229,Misima Island Airport,MIS,PG,-10.6892004013,152.837997437
230,Marawaka Airport,MWG,PG,-6.9736,145.8849
231,Nankina Airport,NKN,PG,-5.837,146.4533
232,Negarbo(Negabo) Airport,GBF,PG,-6.567778,144.703058
233,Manguna Airport,MFO,PG,-5.577778,151.792333
234,Kasonombe Airport,KSB,PG,-6.3819,146.9859
235,Nomane Airport,NMN,PG,-6.32183,145.070667
236,Nambaiyufa Airport,NBA,PG,-6.2412,145.2424
237,Nadzab Airport,LAE,PG,-6.569803,146.725977
238,Konge Airport,KGB,PG,-6.2239,147.2152
239,Oksapmin Airport,OKP,PG,-5.2261,142.2259
240,Komako Airport,HOC,PG,-7.3984,145.8827
241,Komaio Airport,KCJ,PG,-7.2714,143.5952
242,Koroba Airport,KDE,PG,-5.6952,142.7441
243,Open Bay Airport,OPB,PG,-4.794727,151.696195
244,Pangoa Airport,PGB,PG,-7.0226,141.5605
245,Pangia Airport,PGN,PG,-6.386,144.1084
246,Mapoda Airport,MPF,PG,-7.979,143.1694
247,Pumani Airport,PMN,PG,-9.7469,149.4766
248,Port Moresby Jacksons International Airport,POM,PG,-9.44338035583496,147.22000122070312
249,Sopu Airport,SPH,PG,-8.3038,147.1659
250,Sialum Airport,SXA,PG,-6.0908,147.5955
251,Rumginae Airport,RMN,PG,-5.89722222222,141.271666667
252,Karimui Airport,KMR,PG,-6.4921,144.823
253,Maramuni Airport,MWI,PG,-5.13,143.4829
254,May River Airstrip,MRH,PG,-4.3615,141.785
255,Suabi Airport,SBE,PG,-6.10444444444,142.278333333
256,Simberi Airport,NIS,PG,-2.66222222222,151.997777778
257,Sila Airport,SIL,PG,-9.07355555556,148.38925
258,Sabah Airport,SBV,PG,-5.5765,155.0489
259,Simbai Airport,SIM,PG,-5.278611111110001,144.544722222
260,Selbang Airport,SBC,PG,-5.315,141.752
261,Sepik Plains Airport,SPV,PG,-3.8821,143.6734
262,Sauren Airport,SXW,PG,-5.9701,148.8543
263,Masa Airport,MBV,PG,-6.345,147.591
264,Tari Airport,TIZ,PG,-5.84499979019,142.947998047
265,Tabubil Airport,TBG,PG,-5.27861,141.225998
266,Tapini Airport,TPI,PG,-8.35666666667,146.989166667
267,Tokua Airport,RAB,PG,-4.34046,152.380005
268,Tekin Airport,TKW,PG,-5.24366666667,142.165194444
269,Tep Tep Airport,TEP,PG,-5.9553,146.5595
270,Tsewi Airport,TSW,PG,-7.0695,146.1272
271,Tarakbits Airport,TRJ,PG,-5.614,141.0421
272,Tawa Airport,TWY,PG,-7.4463,146.1067
273,Tekadu Airport,TKB,PG,-7.6808,146.5503
274,Aiyura Airport,AYU,PG,-6.33805555556,145.904166667
275,Umba Airport,UMC,PG,-7.0214,145.966
276,Uroubi Airport,URU,PG,-9.5162,148.5591
277,Upiara Airport,UPR,PG,-8.5411,142.6503
278,Uvol Airport,UVO,PG,-6.0178,150.9557
279,Talasea Airport,TLW,PG,-5.2726,150.0089
280,Torembi Airport,TCJ,PG,-4.0165,143.1329
281,Vanimo Airport,VAI,PG,-2.6926,141.3028
282,Tonu Airport,TON,PG,-6.6552,155.4326
283,Wabo Airport,WAO,PG,-6.98944444444,145.075111111
284,Wapenamanda Airport,WBM,PG,-5.635293,143.892231
285,Wawoi Falls Airport,WAJ,PG,-6.9523,142.6557
286,Wewak International Airport,WWK,PG,-3.58383011818,143.669006348
287,Wonenara Airport,WOA,PG,-6.796861111110001,145.891944444
288,Wakunai Airport,WKN,PG,-5.8603,155.2223
289,Wasu Airport,WSU,PG,-5.96170944919,147.19822526
290,Woitape Airport,WTP,PG,-8.54583333333,147.2525
291,Wau Airport,WUG,PG,-7.345556,146.718611
292,Yeva Airport,YVD,PG,-7.548,146.188
293,Sim Airport,SMJ,PG,-7.75,146.9273
294,Weam Airport,WEP,PG,-8.6184,141.1381
295,Yalumet Airport,KYX,PG,-6.09,147.0117
296,Yasuru Airport,KSX,PG,-6.6015,146.1813
297,Wasum Airport,WUM,PG,-6.0491,149.337
298,Zabrat Airport,ZXT,AZ,40.4955422161,49.9768066406
299,Fuzuli International Airport,FZL,AZ,39.594578,47.196128
300,Amazon Bay Airport,AZB,PG,-10.2991666667,149.338333333
301,Zhenjiang Dalu Airport,AZJ,CN,32.23649,119.718683
302,Bali Airport,BAJ,PG,-4.88333333333,149.133333333
303,Bambu Airport,BCP,PG,-5.863611111110001,146.4925
304,Benguera Island Airport,BCW,MZ,-21.85330009460449,35.43830108642578
305,Milyakburra Airport,BCZ,AU,-13.7808333333,136.201666667
306,Willmar Municipal Airport John L Rice Field (2006),ILL,US,45.117552,-95.132259
307,Baindoung Airport,BDZ,PG,-6.34722222222,146.942222222
308,Malevo Airport,HKV,BG,41.871799469,25.6047992706
309,Bezmer Air Base,JAM,BG,42.4548988342,26.3521995544
310,Aasiaat Airport,JEG,GL,68.721802,-52.784698
311,Narsarsuaq Airport,UAK,GL,61.1605,-45.425999
312,Neerlerit Inaat Airport,CNP,GL,70.7431030273,-22.6504993439
313,Nuuk Airport,GOH,GL,64.193022,-51.676512
314,Ilulissat Airport,JAV,GL,69.243202,-51.057098
315,Kulusuk Airport,KUS,GL,65.573601,-37.1236
316,Maniitsoq Airport,JSU,GL,65.412498,-52.9394
317,Paamiut Airport,JFR,GL,62.0147361755,-49.6709365845
318,Qaanaaq Airport,NAQ,GL,77.4886016846,-69.3887023926
319,Kangerlussuaq Airport,SFJ,GL,67.010446,-50.715294
320,Sisimiut Airport,JHS,GL,66.951302,-53.729301
321,Thule Air Base,THU,GL,76.5311965942,-68.7032012939
322,Upernavik Airport,JUV,GL,72.7901992798,-56.1305999756
323,Qaarsut Airport,JQA,GL,70.7341995239,-52.6962013245
324,Bahía de los Ángeles Airport,BHL,MX,28.9786,-113.560997
325,Brighton Downs Airport,BHT,AU,-23.3638888889,141.562777778
326,Akureyri Airport,AEY,IS,65.66000366210938,-18.07270050048828
327,Bildudalur Airport,BIU,IS,65.64129638671875,-23.546199798583984
328,Borgarfjörður eystri Airport,BGJ,IS,65.51640319824219,-13.80500030517578
329,Bakkafjörður Airport,BJD,IS,66.02189636230469,-14.824399948120115
330,Hjaltabakki Airport,BLO,IS,65.6449966430664,-20.287500381469727
331,Búðardalur Airport,BQD,IS,65.07530212402344,-21.80030059814453
332,Breiðdalsvík Airport,BXV,IS,64.790037,-14.043927
333,Djúpivogur Airport,DJU,IS,64.642372,-14.277297
334,Egilsstaðir Airport,EGS,IS,65.2833023071289,-14.401399612426758
335,Fáskrúðsfjörður Airport,FAS,IS,64.931456,-14.047957
336,Fagurhólsmýri Airport,FAG,IS,63.874698638916016,-16.64109992980957
337,Grundarfjörður Airport,GUU,IS,64.99140167236328,-23.22470092773437
338,Gjögur Airport,GJR,IS,65.99530029296875,-21.32690048217773
339,Grímsey Airport,GRY,IS,66.5458,-18.0173
340,Hólmavík Airport,HVK,IS,65.70469665527344,-21.696399688720703
341,Hornafjörður Airport,HFN,IS,64.295601,-15.2272
342,Holt Airport,FLI,IS,66.0141804294,-23.4416913986
343,Húsavík Airport,HZK,IS,65.952301,-17.426001
344,Krókstaðarmelar Airport,HVM,IS,65.26640319824219,-20.846900939941406
345,Ingjaldssanður Airport,HLO,IS,66.05000305175781,-23.69610023498535
346,Ísafjörður Airport,IFJ,IS,66.05809783935547,-23.135299682617188
347,Keflavik International Airport,KEF,IS,63.985001,-22.6056
348,Kópasker Airport,OPA,IS,66.31079864501953,-16.466699600219727
349,Sauðárkrókur Airport,SAK,IS,65.73169708249999,-19.5727996826
350,Norðfjörður Airport,NOR,IS,65.13189697265625,-13.746399879455566
351,Ólafsfjörður Airport,OFJ,IS,66.08329772949219,-18.66670036315918
352,Patreksfjörður Airport,PFJ,IS,65.555801,-23.965
353,Reykhólar Airport,RHA,IS,65.45262908935547,-22.20611572265625
354,Rif Airport,OLI,IS,64.9113998413,-23.8230991364
355,Raufarhöfn Airport,RFN,IS,66.40640258789062,-15.918299674987791
356,Reykjavik Airport,RKV,IS,64.1299972534,-21.9405994415
357,Reykjahlíð Airport,MVA,IS,65.65579986572266,-16.918100357055664
358,Siglufjörður Airport,SIJ,IS,66.137847,-18.908157
359,Stykkishólmur Airport,SYK,IS,65.05809783935547,-22.7942008972168
360,Þingeyri Airport,TEY,IS,65.87030029296875,-23.559999465942383
361,Þórshöfn Airport,THO,IS,66.218498,-15.3356
362,Vestmannaeyjar Airport,VEY,IS,63.42430114746094,-20.27890014648437
363,Vopnafjörður Airport,VPN,IS,65.72059631347656,-14.850600242614746
364,Baleela Airport,BJE,SD,11.1994444444,28.5230555556
365,Bahja Airport,BJQ,OM,19.8730555556,56.0677777778
366,Priština Adem Jashari International Airport,PRN,XK,42.5728,21.035801
367,Bomai Airport,BMH,PG,-6.37316666667,144.637
368,Bamburi Airport,BMQ,KE,-3.983363,39.730982
369,Bamu Airport,BMZ,PG,-7.8485,143.2433
370,Bodinumu Airport,BNM,PG,-9.10777777778,147.666722222
371,Bundi Airport,BNT,PG,-5.742222222220001,145.2275
372,Rurenabaque Airport,RBQ,BO,-14.4279003143,-67.4968032837
373,Baures Airport,BVL,BO,-13.5833330154,-63.5833320618
374,Brookings Airport,BOK,US,42.0746,-124.290001
375,Bosset Airport,BOT,PG,-7.237257,141.1063222
376,Boang Airport,BOV,PG,-3.3834,153.2812
377,Batuna Aerodrome,BPF,SB,-8.56202777778,158.119305556
378,Glauber de Andrade Rocha Airport,VDC,BR,-14.907885,-40.914804
379,Alenquer Municipal Airport,ALT,BR,-1.917,-54.7231
380,Bensbach Airport,BSP,PG,-8.85805555556,141.259444444
381,Besakoa Airport,BSV,MG,-15.6725,47.061667
382,Betong International Airport,BTZ,TH,5.79,101.15
383,Bulolo Airport,BUL,PG,-7.216286671410001,146.649541855
384,Esperadinha Airport,BVR,CV,14.864306,-24.746
385,Hukuntsi Airport,HUK,BW,-23.9897,21.758101
386,Bawan Airport,BWJ,PG,-6.396944444440001,146.881666667
387,Bewani Airport,BWP,PG,-3.0216666666700003,141.165277778
388,Bunsil Airport,BXZ,PG,-5.7243,147.8667
389,Orsha Airport - Balbasovo Air Base,TXC,BY,54.439999,30.2967
390,Boundary Airport,BYA,US,64.0783004761,-141.113006592
391,Bella Yella Airport,BYL,LR,7.36916666667,-9.99372222222
392,Hector Silva Airstrip,BCV,BZ,17.269603,-88.776496
393,Big Creek Airport,BGK,BZ,16.519369,-88.407913
394,Caye Caulker Airport,CUK,BZ,17.735015,-88.032862
395,Caye Chapel Airport,CYC,BZ,17.683792,-88.044985
396,Corozal Municipal Airport,CZH,BZ,18.382200241088867,-88.41190338134766
397,Dangriga Airport,DGA,BZ,16.98251,-88.230988
398,Independence Airport,INB,BZ,16.5345,-88.441299
399,Melinda Airport,MDB,BZ,17.0042991638,-88.30419921880001
400,Orange Walk Airport,ORZ,BZ,18.0467662811,-88.58386993410001
401,Placencia Airport,PLJ,BZ,16.536956787109375,-88.36151123046875
402,Punta Gorda Airport,PND,BZ,16.102399826,-88.80829620360001
403,Sartaneja Airport,SJX,BZ,18.35610008239746,-88.13079833984375
404,John Greif II Airport,SPR,BZ,17.9139,-87.9711
405,Matthew Spain Airport,SQS,BZ,17.185898,-89.009936
406,Santa Cruz Airport,STU,BZ,18.2721004486084,-88.456298828125
407,Silver Creek Airport,SVK,BZ,16.728338,-88.369174
408,Sir Barry Bowen Municipal Airport,TZA,BZ,17.517239,-88.195775
409,Bazaruto Island Airport,BZB,MZ,-21.5411,35.4729
410,Bemolanga Airport,BZM,MG,-17.6925,45.0888333333
411,Saglek Airport,YSV,CA,58.474312,-62.653999
412,Stuart Island Airstrip,YRR,CA,50.4094474336,-125.131616592
413,Mary River Aerodrome,YMV,CA,71.324167,-79.356944
414,Trail Airport,YZZ,CA,49.055599,-117.609001
415,Merritt Airport,YMB,CA,50.1227989197,-120.747001648
416,Chilko Lake (Tsylos Park Lodge) Airport,CJH,CA,51.625797,-124.144478
417,Courtenay Airpark,YCA,CA,49.679237,-124.98064
418,Creston Valley Regional Airport - Art Sutcliffe Field,CFQ,CA,49.03689956665,-116.49800109863
419,Anahim Lake Airport,YAA,CA,52.451501,-125.303776
420,Douglas Lake Airport,DGF,CA,50.1654600485,-120.171273351
421,Fort MacKay/Albian Aerodrome,JHL,CA,57.2238998413,-111.418998718
422,Duncan Airport,DUQ,CA,48.754534,-123.709702
423,Sechelt-Gibsons Airport,YHS,CA,49.4606018066,-123.71900177
424,Qualicum Beach Airport,XQU,CA,49.3372,-124.393997
425,Port Mcneill Airport,YMP,CA,50.5755996704,-127.028999329
426,Cache Creek-Ashcroft Regional Airport,YZA,CA,50.775258,-121.321314
427,Bella Bella (Campbell Island) Airport,ZEL,CA,52.185001,-128.156994
428,Cherrabun Airport,CBC,AU,-18.917777777800005,125.537777778
429,Alberni Valley Regional Airport,YPB,CA,49.321899,-124.931
430,Bob Quinn Lake Airport,YBO,CA,56.966702,-130.25
431,Tungsten (Cantung) Airport,TNS,CA,61.956901550293,-128.20300292969
432,Tumbler Ridge Airport,TUX,CA,55.025001525879,-120.93499755859
433,Williams Harbour Airport,YWM,CA,52.567377,-55.784883
434,Postville Airport,YSO,CA,54.9105,-59.78507
435,Black Tickle Airport,YBI,CA,53.469836,-55.787501
436,St. Lewis (Fox Harbour) Airport,YFX,CA,52.37279891967773,-55.67390060424805
437,Port Hope Simpson Airport,YHA,CA,52.528099060058594,-56.28609848022461
438,Rigolet Airport,YRG,CA,54.1796989440918,-58.45750045776367
439,Diavik Airport,DVK,CA,64.5113983154,-110.289001465
