,name,country_code,city,latitude,longitude
0,Wetpaint,USA,Seattle,47.603122,-122.333253
1,Wetpaint,USA,New York,40.7237306,-73.9964312
2,Digg,USA,San Francisco,37.764726,-122.394523
3,Facebook,USA,Menlo Park,37.41605,-122.151801
4,Facebook,IRL,Dublin,53.344104,-6.267494
5,Facebook,USA,New York,40.7557162,-73.9792469
6,Geni,USA,West Hollywood,34.090368,-118.393064
7,Twitter,USA,San Francisco,37.7768052,-122.4169244
8,StumbleUpon,USA,San Francisco,37.775196,-122.419204
9,Gizmoz,USA,Menlo Park,37.48413,-122.169472
10,Scribd,USA,San Francisco,37.789634,-122.404052
11,Slacker,USA,San Diego,33.022176,-117.081406
12,Lala,USA,Palo Alto,37.451151,-122.154369
13,eBay,USA,San Jose,37.295005,-121.930035
14,MeetMoi,USA,New York City,40.757929,-73.985506
15,Joost,USA,New York,40.7464969,-74.0094471
16,Babelgum,GBR,London,53.344104,-6.267494
17,Plaxo,USA,Sunnyvale,37.387845,-122.055197
18,Cisco,USA,San Jose,37.408802,-121.95377
19,Yahoo!,USA,Sunnyvale,37.418531,-122.025485
20,Powerset,USA,San Francisco,37.778613,-122.395289
21,Technorati,USA,San Francisco,37.779558,-122.393041
22,AddThis,USA,Vienna,38.926172,-77.245195
23,AddThis,USA,New York,40.724604,-73.996876
24,AddThis,USA,Culver City,34.0263021,-118.380954
25,AddThis,USA,Troy,42.557958,-83.167884
26,OpenX,USA,Pasadena,34.1494713,-118.1327468
27,Mahalo,USA,Culver City,34.017606,-118.487267
28,Kyte,USA,San Francisco,37.788482,-122.409173
29,Veoh,USA,San Diego,32.902266,-117.20834
30,Jingle Networks,USA,New York,37.480999,-122.173887
31,Info,USA,Chicago,41.885619,-87.622309
32,JotSpot,USA,Palo Alto,37.437328,-122.159928
33,Meetup,USA,New York,40.72604,-73.995722
34,Mercora,USA,Sunnyvale,37.384239,-122.012475
35,LifeLock,USA,Tempe,33.429859,-111.938739
36,Wesabe,USA,San Francisco,37.793148,-122.402567
37,Jangl SMS,USA,Pleasanton,37.697805,-121.907768
38,Prosper,USA,San Francisco,37.78976,-122.402524
39,Google,USA,Mountain View,37.421972,-122.084143
40,Google,USA,Ann Arbor,42.280988,-83.748882
41,Google,USA,Atlanta,33.781466,-84.387519
42,Google,USA,Austin,30.351416,-97.751382
43,Google,USA,Boulder,40.021416,-105.260931
44,Google,USA,Cambridge,42.36305,-71.087478
45,Google,USA,Chicago,41.889474,-87.628912
46,Google,USA,Coppell,32.981465,-97.018196
47,Google,USA,Dallas,32.809161,-96.807693
48,Google,USA,Denver,39.62919,-104.898419
49,Google,USA,Birmingham,42.547807,-83.215498
50,Google,USA,Irvine,33.658331,-117.861817
51,Google,USA,New York,40.74222,-74.004489
52,Google,USA,Tempe,33.411898,-111.926263
53,Google,USA,Pittsburgh,40.444528,-79.946269
54,Google,USA,San Francisco,37.789803,-122.389757
55,Google,USA,Santa Monica,34.019282,-118.494288
56,Google,USA,Seattle,47.675326,-122.351397
57,Google,USA,Seattle,47.649701,-122.350592
58,Google,USA,Washington,38.901113,-77.027101
59,Google,AUS,Melbourne,-37.879234,145.073608
60,Google,AUS,Sydney,-34.822723,138.612396
61,Google,IND,New Delhi,28.86999,77.122261
62,Google,DNK,,56.171882,10.187799
63,Google,FRA,Paris,48.869606,2.332749
64,Google,DEU,Hamburg,53.554052,9.985266
65,Google,IRL,Dublin,53.339914,-6.234424
66,Google,ITA,Milan,45.46381,9.195978
67,Google,NLD,Amsterdam,52.337495,4.871464
68,Google,NOR,Oslo,59.915848,10.741047
69,Google,NOR,Trondheim,63.435324,10.412428
70,Google,POL,KrakÃ³w,50.063281,19.929806
71,Google,POL,Wroclaw,51.116574,17.041942
72,Google,SWE,LuleÃ¥,65.617491,22.126255
73,Google,SWE,Stockholm,59.332344,18.060162
74,Google,CHE,ZÃ¼rich,47.36554,8.524864
75,Google,GBR,Manchester,53.473606,-2.250166
76,Google,CAN,Montreal,45.498588,-73.567044
77,Google,CAN,Waterloo,43.474704,-80.546381
78,Google,BRA,Sao Paulo,-23.590463,-46.681494
79,Google,MEX,Mexico,19.507519,-99.030156
80,Jajah,USA,Mountain View,37.4233896,-122.0899512
81,Skype,LUX,Luxembourg City,51.518132,-0.131916
82,YouTube,USA,San Bruno,37.627971,-122.426804
83,blogTV,ISR,Ramat Gan,31.046051,34.851612
84,Livestream,USA,New York,40.726155,-73.995625
85,Ustream,USA,San Francisco,37.392936,-122.07948
86,AdaptiveBlue,USA,NYC,40.801358,-74.3372
87,Pando Networks,USA,New York,40.722655,-73.99873
88,GrandCentral,USA,Fremont,37.465645,-121.932202
89,Topix,USA,Palo Alto,37.44296,-122.151198
90,Jobster,USA,Seattle,47.617682,-122.357242
91,Revision3,USA,San Francisco,37.757758,-122.388243
92,Spock,USA,SCHUYLER LAKE,37.488336,-122.217964
93,Wize,USA,Burlingame,37.559287,-122.302262
94,SodaHead,USA,Encino,37.269175,-119.306607
95,CastTV,USA,San Francisco,37.780716,-122.393913
96,iSkoot,USA,Cambridge,42.375392,-71.118487
97,iSkoot,USA,San Francisco,37.780134,-122.396744
98,EQO,CAN,Vancouver,49.263588,-123.138565
99,SellABand,DEU,46395 Bocholt,51.808933,6.553452
100,Funny Or Die,USA,San Mateo,37.421621,-122.137444
101,MeeVee,USA,Burlingame,37.590339,-122.341715
102,Mashery,USA,San Francisco,37.7870842,-122.4038047
103,Zlio,FRA,Paris,48.862825,2.381836
104,Yelp,USA,San Francisco,37.786183,-122.402195
105,Yapta,USA,Seattle,47.599925,-122.334264
106,Coghead,USA,Redwood City,37.476479,-122.221717
107,SideStep,USA,Santa Clara,37.374998,-121.977853
108,Farecast,USA,Seattle,47.620982,-122.359397
109,KickApps,USA,New York,40.7516611,-73.9843328
110,KickApps,USA,Venice,33.991101,-118.468707
111,KickApps,USA,San Francisco,37.7891086,-122.4016144
112,KickApps,GBR,London,51.5094731,-0.1356235
113,RockYou,USA,Redwood City,37.484619,-122.206893
114,Pageflakes,USA,San Francisco,37.758113,-122.414689
115,Netvibes,FRA,Paris,48.870806,2.34668
116,Swivel,USA,San Francisco,37.789268,-122.395184
117,Slide,USA,San Francisco,37.781427,-122.392144
118,Bebo,USA,San Francisco,37.782103,-122.401116
119,PlaceBlogger,USA,,37.09024,-95.712891
120,WeFi,USA,Fairfax,37.09024,-95.712891
121,FeedBurner,USA,Chicago,41.889474,-87.628912
122,TheFind,USA,Mountain View,37.391502,-122.073463
123,TVtrip,FRA,Paris,48.856667,2.350987
124,Zazzle,USA,Redwood City,37.5108541,-122.2013557
125,Sway,USA,Middleton,43.090756,-89.522805
126,adBrite,USA,San Francisco,37.779026,-122.40184
127,Loomia,USA,San Francisco,37.796396,-122.404869
128,Meebo,USA,Mountain View,37.393679,-122.079017
129,Eventbrite,USA,San Francisco,37.779507,-122.39071
130,Newsvine,USA,Seattle,47.618599,-122.358484
131,LinkedIn,USA,Mountain View,37.423258,-122.073635
132,FlickIM,USA,Berkeley,37.870744,-122.269259
133,Terabitz,USA,Palo Alto,37.437328,-122.159928
134,Box,USA,Los Altos,37.425801,-122.143701
135,iLike,USA,Seattle,47.615313,-122.323408
136,Carbonite,USA,Boston,42.350571,-71.076869
137,Conduit,USA,Foster City,37.561877,-122.325248
138,Edgeio,USA,Palo Alto,37.443058,-122.161674
139,Kaboodle,USA,Sunnyvale,37.382162,-122.036301
140,GigaOM,USA,San Francisco,37.775196,-122.419204
141,GigaOM,USA,New York,40.7143528,-74.0059731
142,Redfin,USA,Seattle,47.603122,-122.333253
143,Wink,USA,Mountain View,37.40047,-122.072981
144,coComment,CHE,Geneva,46.20381,6.139959
145,Seesmic,USA,San Francisco,37.775196,-122.419204
146,Hotelicopter,USA,Charlottesville,38.030823,-78.48158
147,Zvents,USA,San Mateo,37.553121,-122.301534
148,Eventful,USA,San Diego,32.872081,-117.206292
149,Oodle,USA,San Mateo,37.563585,-122.324621
150,oDesk,USA,Redwood City,37.479952,-122.178557
151,Simply Hired,USA,Sunnyvale,37.4219165,-122.0780632
152,ooma,USA,Palo Alto,37.451958,-122.116026
153,Scripps Networks Interactive,USA,Knoxville,37.09024,-95.712891
154,GoingOn,USA,San Francisco,37.782263,-122.392142
155,Flixster,USA,San Francisco,37.766909,-122.406676
156,Piczo,USA,San Francisco,37.793703,-122.398479
